model_no,sel_coverage,sel_risk,sel_accuracy,sr_coverage,sr_risk,sr_accuracy
4.0,0.7999531506207542,0.05534407027818444,0.9446559297218156,0.7997189037245257,0.05360281195079086,0.9463971880492091
4.0,0.8498477395174514,0.06560088202866599,0.934399117971334,0.8496134926212228,0.062310449407223634,0.9376895505927764
4.0,0.8999765753103771,0.07600208224882876,0.9239979177511712,0.8997423284141485,0.07341838063004424,0.9265816193699558
4.0,0.9498711642070743,0.09099876695437736,0.9090012330456226,0.9496369173108457,0.0875678342377898,0.9124321657622102
4.0,0.9997657531037714,0.10567010309278346,0.8943298969072165,0.9997657531037714,0.10496719775070296,0.895032802249297
5.0,0.4998828765518857,0.015463917525773141,0.9845360824742269,0.49941438275942845,0.02110694183864914,0.9788930581613509
5.0,0.5500117123448114,0.020442930153321992,0.979557069846678,0.5495432185523542,0.025149190110826947,0.974850809889173
5.0,0.5999063012415086,0.023818820773135463,0.9761811792268645,0.5996720543452799,0.030859375000000022,0.969140625
5.0,0.6500351370344343,0.030270270270270294,0.9697297297297297,0.649566643241977,0.03570140641904074,0.9642985935809593
5.0,0.6999297259311315,0.03848728246318611,0.9615127175368139,0.6996954790349028,0.041848008034817585,0.9581519919651824
5.0,0.7498243148278285,0.04498594189315841,0.9550140581068416,0.7495900679315999,0.045937499999999964,0.9540625
5.0,0.7999531506207542,0.05241581259150807,0.9475841874084919,0.7997189037245257,0.05418863503222027,0.9458113649677797
5.0,0.8498477395174514,0.0631201764057332,0.9368798235942668,0.8496134926212228,0.06589467879790456,0.9341053212020954
5.0,0.8997423284141485,0.07784431137724546,0.9221556886227545,0.8997423284141485,0.07524082270242127,0.9247591772975787
5.0,0.9498711642070743,0.09346485819975336,0.9065351418002466,0.9496369173108457,0.09299457326097682,0.9070054267390232
5.0,0.9997657531037714,0.11105904404873479,0.8889409559512652,0.9997657531037714,0.10965323336457355,0.8903467666354264
6.0,0.4998828765518857,0.0402999062792877,0.9597000937207123,0.4989458889669712,0.028169014084507005,0.971830985915493
6.0,0.5500117123448114,0.04514480408858601,0.954855195911414,0.5493089716561256,0.034115138592750505,0.9658848614072495
6.0,0.5999063012415086,0.054275673565013616,0.9457243264349864,0.5996720543452799,0.038281250000000044,0.96171875
6.0,0.6498008901382056,0.06056236481614996,0.93943763518385,0.649566643241977,0.042913811756220666,0.9570861882437793
6.0,0.6999297259311315,0.0739625167336011,0.9260374832663989,0.6996954790349028,0.04921325744894545,0.9507867425510546
6.0,0.7498243148278285,0.08153701968134963,0.9184629803186504,0.7495900679315999,0.05687500000000001,0.943125
6.0,0.7999531506207542,0.09048316251830157,0.9095168374816984,0.7997189037245257,0.0644405389572349,0.9355594610427651
6.0,0.8496134926212228,0.09842845326716299,0.901571546732837,0.8496134926212228,0.07664736696994756,0.9233526330300524
6.0,0.8999765753103771,0.1059344091618949,0.8940655908381051,0.8997423284141485,0.08851861494402502,0.911481385055975
6.0,0.9498711642070743,0.11319358816276204,0.886806411837238,0.9496369173108457,0.10434139121854957,0.8956586087814504
6.0,0.9997657531037714,0.1206654170571696,0.8793345829428304,0.9997657531037714,0.11925960637300848,0.8807403936269915
